FREQ,Frequency,BORROWERS_CTY,Borrowers' country,TC_BORROWERS,Borrowing sector,TC_LENDERS,Lending sector,VALUATION,Valuation method,UNIT_TYPE,Unit type,TC_ADJUST,Adjustment,COLLECTION,Collection Indicator,DECIMALS,Decimals,UNIT_MULT,Unit Multiplier,UNIT_MEASURE,Unit of measure,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation Status,OBS_PRE_BREAK,OBS_CONF,Observation confidentiality
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q3,301.8,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q4,306.5,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q1,316.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q2,331.1,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q3,335.1,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q4,343.4,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q1,349.5,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q2,345.4,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q3,332.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q4,335.4,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q1,335.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q2,341.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q3,346.3,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q4,349.3,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q1,367.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q2,372.8,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q3,392.3,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q4,383.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q1,388.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q2,396.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q3,380.8,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q4,368.5,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q1,381.1,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q2,383.5,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q3,374.0,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q4,373.0,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q1,375.8,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q2,373.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q3,364.7,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q4,362.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q1,358.1,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q2,339.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q3,334.7,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q4,326.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q1,330.4,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q2,335.2,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q3,332.4,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q4,328.5,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q1,66.5,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q2,66.4,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q3,66.7,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q4,67.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q1,67.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q2,68.7,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q3,69.5,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q4,70.8,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q1,71.3,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q2,71.8,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q3,71.4,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2018-Q4,72.7,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q1,73.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q2,76.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q3,79.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2019-Q4,81.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q1,83.5,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q2,86.3,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q3,89.2,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2020-Q4,91.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q1,91.7,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q2,92.0,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q3,92.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2021-Q4,93.1,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q1,93.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q2,94.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q3,95.3,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2022-Q4,96.3,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q1,96.4,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q2,96.3,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q3,94.9,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2023-Q4,93.3,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q1,91.5,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q2,90.0,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q3,88.8,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2024-Q4,87.8,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q1,87.5,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q2,87.6,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q3,87.7,A,Normal value,,F,Free
Q,Quarterly,HK,Hong Kong SAR,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Hong Kong SAR - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2025-Q4,87.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q1,162.8,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q2,162.2,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q3,164.0,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2016-Q4,166.4,A,Normal value,,F,Free
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,E,End of period,1,One,0,Units,367,Per cent,Malaysia - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,2017-Q1,164.8,A,Normal value,,F,Free
