FREQ,Frequency,BORROWERS_CTY,Borrowers' country,DSR_BORROWERS,Borrowers,COLLECTION,Collection Indicator,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit Multiplier,DECIMALS,Decimals,TITLE_TS,TIME_PERIOD,OBS_VALUE,OBS_CONF,Observation confidentiality,OBS_PRE_BREAK,OBS_STATUS,Observation Status
Q,Quarterly,TH,Thailand,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Thailand - Private non-financial sector,2024-Q2,15.3,F,Free,,A,Normal value
Q,Quarterly,TH,Thailand,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Thailand - Private non-financial sector,2024-Q3,15.2,F,Free,,A,Normal value
Q,Quarterly,TH,Thailand,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Thailand - Private non-financial sector,2024-Q4,15.2,F,Free,,A,Normal value
Q,Quarterly,TH,Thailand,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Thailand - Private non-financial sector,2025-Q1,15.0,F,Free,,A,Normal value
Q,Quarterly,TH,Thailand,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Thailand - Private non-financial sector,2025-Q2,14.4,F,Free,,A,Normal value
Q,Quarterly,TH,Thailand,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Thailand - Private non-financial sector,2025-Q3,14.6,F,Free,,A,Normal value
Q,Quarterly,TH,Thailand,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Thailand - Private non-financial sector,2025-Q4,13.6,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2016-Q1,16.2,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2016-Q2,16.2,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2016-Q3,16.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2016-Q4,16.5,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2017-Q1,16.4,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2017-Q2,16.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2017-Q3,16.1,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2017-Q4,16.0,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2018-Q1,16.1,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2018-Q2,16.4,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2018-Q3,16.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2018-Q4,16.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2019-Q1,16.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2019-Q2,16.5,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2019-Q3,16.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2019-Q4,16.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2020-Q1,16.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2020-Q2,17.1,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2020-Q3,17.1,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2020-Q4,17.1,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2021-Q1,17.1,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2021-Q2,16.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2021-Q3,16.2,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2021-Q4,15.9,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2022-Q1,15.5,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2022-Q2,14.9,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2022-Q3,14.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2022-Q4,14.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2023-Q1,14.4,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2023-Q2,14.8,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2023-Q3,15.0,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2023-Q4,15.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2024-Q1,15.4,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2024-Q2,15.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2024-Q3,15.1,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2024-Q4,15.3,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2025-Q1,15.4,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2025-Q2,15.5,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2025-Q3,15.5,F,Free,,A,Normal value
Q,Quarterly,MY,Malaysia,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Malaysia - Private non-financial sector,2025-Q4,15.5,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2016-Q1,25.1,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2016-Q2,25.6,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2016-Q3,25.7,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2016-Q4,26.2,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2017-Q1,27.3,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2017-Q2,28.7,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2017-Q3,29.1,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2017-Q4,29.9,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2018-Q1,30.6,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2018-Q2,30.6,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2018-Q3,29.8,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2018-Q4,30.4,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2019-Q1,30.6,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2019-Q2,31.3,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2019-Q3,32.0,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2019-Q4,32.5,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2020-Q1,34.3,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2020-Q2,34.5,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2020-Q3,35.7,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2020-Q4,34.4,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2021-Q1,34.4,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2021-Q2,34.7,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2021-Q3,32.9,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2021-Q4,31.5,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2022-Q1,32.5,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2022-Q2,32.8,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2022-Q3,32.7,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2022-Q4,34.3,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2023-Q1,35.5,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2023-Q2,36.3,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2023-Q3,36.5,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2023-Q4,37.3,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2024-Q1,37.4,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2024-Q2,35.8,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2024-Q3,35.5,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2024-Q4,34.7,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2025-Q1,35.1,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2025-Q2,35.0,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2025-Q3,34.1,F,Free,,A,Normal value
Q,Quarterly,HK,Hong Kong SAR,P,Private non-financial sector,,,367,Per cent,0,Units,1,One,Hong Kong SAR - Private non-financial sector,2025-Q4,33.6,F,Free,,A,Normal value
